online_order,book_table,rate,votes,location,cuisines,costing,listed_in(type)
Yes,No,3.700448817952718,0,Koramangala 1st Block,4,600,Delivery
No,No,3.6,14,Shivajinagar,1,250,Dine-out
Yes,No,3.700448817952718,0,CV Raman Nagar,1,150,Delivery
Yes,No,3.7,75,HSR,2,200,Delivery
Yes,No,4.0,1986,JP Nagar,3,800,Delivery
Yes,No,3.4,5,Marathahalli,3,250,Dine-out
Yes,No,3.4,372,Brookefield,4,750,Delivery
Yes,No,3.1,39,Indiranagar,2,400,Delivery
Yes,No,3.2,9,Malleshwaram,1,500,Dine-out
Yes,No,3.4,12,Jayanagar,2,300,Delivery
Yes,No,3.4,14,Kalyan Nagar,2,250,Delivery
No,No,3.700448817952718,0,BTM,1,100,Delivery
Yes,Yes,4.5,811,BTM,4,800,Dine-out
No,No,4.1,2449,Koramangala 6th Block,4,700,Dine-out
Yes,No,3.9,144,Jeevan Bhima Nagar,3,600,Delivery
No,No,3.3,6,BTM,2,250,Dine-out
Yes,No,3.7,56,Electronic City,3,400,Cafes
Yes,No,4.0,789,Richmond Road,4,400,Delivery
No,No,3.700448817952718,0,Brigade Road,1,400,Delivery
No,No,3.3,90,Indiranagar,2,500,Dine-out
Yes,No,3.8,33,Ulsoor,2,200,Dine-out
Yes,No,3.7,100,Whitefield,3,300,Delivery
Yes,No,3.7,91,Kalyan Nagar,1,200,Delivery
Yes,Yes,4.3,1247,Jayanagar,2,1000,Delivery
Yes,Yes,4.2,164,Banashankari,4,500,Dine-out
Yes,No,4.1,673,Marathahalli,2,200,Dine-out
No,No,3.700448817952718,0,Koramangala 1st Block,3,400,Dine-out
No,No,4.1,324,Koramangala 7th Block,4,700,Desserts
Yes,No,3.6,56,Kalyan Nagar,1,650,Cafes
Yes,No,3.8,124,Kumaraswamy Layout,4,400,Delivery
No,No,3.3,4,Marathahalli,1,250,Delivery
Yes,No,3.4,23,Electronic City,3,500,Delivery
No,No,3.7,125,Koramangala 6th Block,5,500,Delivery
Yes,No,3.8,759,Marathahalli,4,500,Delivery
Yes,No,3.6,25,CV Raman Nagar,2,250,Desserts
Yes,No,3.700448817952718,0,Banaswadi,1,300,Delivery
Yes,No,3.7,61,Electronic City,2,100,Delivery
Yes,No,4.3,650,Koramangala 6th Block,1,250,Delivery
Yes,No,3.9,367,Banaswadi,4,450,Delivery
Yes,No,3.700448817952718,0,HSR,2,100,Delivery
No,No,3.700448817952718,0,JP Nagar,1,450,Desserts
No,No,3.8,42,Whitefield,3,800,Dine-out
Yes,No,3.6,41,BTM,3,700,Delivery
No,No,3.0,28,Indiranagar,1,300,Dine-out
Yes,No,3.4,5,BTM,5,300,Dine-out
Yes,No,3.6,74,Koramangala 5th Block,1,700,Dine-out
No,No,3.700448817952718,0,Vasanth Nagar,3,500,Dine-out
Yes,No,3.700448817952718,0,Jayanagar,3,300,Delivery
No,No,3.700448817952718,0,Koramangala 4th Block,1,350,Delivery
Yes,No,3.8,210,HSR,4,200,Delivery
Yes,No,3.7,133,Jayanagar,4,700,Delivery
Yes,No,3.0,22,Marathahalli,1,300,Delivery
No,No,3.700448817952718,0,Bellandur,2,300,Dine-out
No,No,3.700448817952718,0,Commercial Street,2,150,Delivery
Yes,No,3.6,73,Banaswadi,3,500,Delivery
Yes,No,3.6,348,Marathahalli,5,1000,Delivery
Yes,No,3.2,73,HSR,2,400,Dine-out
Yes,No,3.8,170,Kaggadasapura,2,500,Dine-out
Yes,No,3.8,44,Koramangala 7th Block,1,500,Delivery
Yes,No,4.0,107,Bellandur,3,400,Cafes
No,No,3.700448817952718,0,Sarjapur Road,2,450,Dine-out
No,No,4.3,188,Malleshwaram,2,200,Desserts
Yes,No,4.2,398,Kalyan Nagar,2,500,Dine-out
Yes,No,4.2,460,HSR,3,500,Delivery
No,No,3.700448817952718,0,Majestic,1,300,Delivery
Yes,No,3.4,13,Kammanahalli,1,300,Delivery
No,No,3.0,8,Rajajinagar,3,100,Desserts
Yes,No,4.1,459,Church Street,5,700,Dine-out
Yes,No,3.9,87,Ulsoor,4,500,Delivery
Yes,No,4.0,779,Koramangala 6th Block,4,750,Delivery
Yes,No,4.1,723,Koramangala 6th Block,3,700,Delivery
Yes,No,3.8,54,Marathahalli,3,400,Delivery
Yes,Yes,4.0,1864,Koramangala 6th Block,1,600,Dine-out
No,No,3.700448817952718,0,New BEL Road,3,300,Dine-out
Yes,No,4.2,147,Banashankari,3,400,Delivery
Yes,No,4.0,78,Commercial Street,5,350,Desserts
Yes,No,3.700448817952718,0,Bellandur,1,500,Delivery
No,No,3.8,148,Basavanagudi,4,550,Dine-out
Yes,No,4.2,101,Koramangala 7th Block,3,900,Cafes
No,No,3.7,53,Kammanahalli,3,350,Desserts
Yes,No,3.8,273,BTM,4,900,Dine-out
No,No,3.700448817952718,0,New BEL Road,1,100,Dine-out
No,No,3.5,12,Electronic City,1,200,Delivery
No,No,3.9,35,MG Road,2,700,Cafes
No,No,4.1,208,Koramangala 5th Block,2,200,Dine-out
Yes,No,3.700448817952718,0,Malleshwaram,1,200,Delivery
No,No,3.700448817952718,0,Koramangala 1st Block,3,400,Delivery
Yes,No,3.1,48,Bellandur,2,900,Cafes
Yes,No,3.8,69,Brigade Road,2,500,Delivery
Yes,No,3.8,38,Wilson Garden,1,250,Dine-out
Yes,Yes,4.3,343,Koramangala 4th Block,3,450,Desserts
Yes,No,3.7,237,Banashankari,2,200,Delivery
No,No,3.1,116,Malleshwaram,2,600,Dine-out
Yes,No,4.2,602,Koramangala 7th Block,2,900,Desserts
No,No,3.1,5,Electronic City,3,400,Delivery
No,No,3.3,12,Whitefield,3,400,Dine-out
Yes,No,3.6,68,Jayanagar,2,400,Delivery
Yes,No,3.6,16,Frazer Town,3,250,Delivery
Yes,No,3.9,654,Koramangala 7th Block,2,450,Dine-out
Yes,No,3.4,20,Sarjapur Road,1,350,Delivery
Yes,No,3.700448817952718,0,Domlur,2,500,Delivery
Yes,No,3.6,33,Bannerghatta Road,3,600,Dine-out
Yes,No,3.8,42,HSR,2,700,Delivery
Yes,No,4.0,571,Koramangala 1st Block,2,600,Delivery
No,No,3.6,16,Basavanagudi,1,100,Dine-out
Yes,No,3.9,230,BTM,8,400,Delivery
Yes,No,3.2,11,Yeshwantpur,1,250,Delivery
Yes,No,3.1,8,JP Nagar,2,500,Desserts
Yes,No,3.9,924,Indiranagar,3,300,Delivery
Yes,No,4.3,1135,Infantry Road,3,800,Dine-out
Yes,No,3.6,192,BTM,1,450,Delivery
Yes,No,4.0,108,Bellandur,3,400,Delivery
Yes,No,3.700448817952718,0,BTM,1,300,Dine-out
Yes,No,3.9,33,Koramangala 7th Block,2,200,Desserts
Yes,No,3.7,594,Seshadripuram,3,250,Delivery
Yes,No,3.4,7,Whitefield,5,350,Dine-out
Yes,No,3.700448817952718,0,Bannerghatta Road,1,400,Delivery
Yes,No,4.0,60,Bellandur,2,600,Dine-out
Yes,No,4.0,339,Vijay Nagar,2,300,Delivery
Yes,Yes,3.9,891,JP Nagar,1,900,Delivery
Yes,No,4.0,223,Indiranagar,2,400,Delivery
No,No,3.0,57,Electronic City,3,1000,Dine-out
Yes,No,4.0,684,Koramangala 5th Block,3,250,Dine-out
Yes,No,3.5,138,Indiranagar,3,400,Dine-out
Yes,No,3.8,63,Hosur Road,2,350,Dine-out
No,No,3.9,36,KR Puram,2,350,Delivery
Yes,No,3.4,6,Koramangala 7th Block,3,200,Delivery
No,No,3.2,4,New BEL Road,3,600,Delivery
No,No,3.4,7,Electronic City,4,500,Delivery
Yes,No,3.8,314,Thippasandra,5,400,Dine-out
Yes,No,3.8,117,BTM,3,600,Dine-out
Yes,Yes,4.2,293,Koramangala 5th Block,3,800,Delivery
No,No,3.8,149,Cunningham Road,3,250,Delivery
Yes,No,3.7,112,Jeevan Bhima Nagar,3,450,Dine-out
No,No,3.1,63,Thippasandra,2,150,Delivery
Yes,No,3.9,366,Residency Road,4,800,Delivery
Yes,No,3.9,475,Koramangala 6th Block,1,600,Dine-out
Yes,Yes,4.0,1515,Koramangala 3rd Block,2,900,Dine-out
Yes,No,3.700448817952718,0,BTM,1,300,Dine-out
Yes,No,4.2,227,Old Airport Road,1,600,Delivery
No,No,3.700448817952718,0,Bellandur,1,100,Delivery
Yes,No,4.1,620,Jayanagar,5,750,Dine-out
No,Yes,3.9,284,Koramangala 7th Block,6,1000,Dine-out
Yes,No,3.4,6,Kalyan Nagar,4,600,Dine-out
No,No,4.1,184,Seshadripuram,4,800,Dine-out
Yes,No,3.8,18,Jayanagar,2,150,Desserts
Yes,No,4.3,3447,Koramangala 7th Block,1,600,Delivery
Yes,No,3.700448817952718,0,Electronic City,3,400,Desserts
Yes,No,3.7,19,JP Nagar,1,800,Dine-out
Yes,No,4.1,92,BTM,4,300,Delivery
No,No,3.7,27,Brookefield,4,150,Delivery
Yes,No,3.7,72,Whitefield,1,450,Delivery
No,No,3.700448817952718,0,Old Airport Road,3,100,Desserts
Yes,Yes,4.4,2386,Koramangala 4th Block,6,1000,Delivery
Yes,No,3.9,42,Bellandur,3,400,Delivery
Yes,No,3.8,36,Whitefield,4,400,Delivery
Yes,No,3.8,230,Koramangala 1st Block,3,600,Dine-out
Yes,No,3.3,14,BTM,3,600,Dine-out
No,No,3.8,26,Koramangala 7th Block,3,300,Delivery
Yes,Yes,4.1,840,Kammanahalli,5,800,Dine-out
No,No,3.700448817952718,0,Shivajinagar,2,200,Desserts
Yes,No,3.700448817952718,0,New BEL Road,3,200,Delivery
Yes,No,3.9,457,Koramangala 6th Block,1,1000,Dine-out
Yes,No,3.1,38,Frazer Town,2,300,Delivery
No,No,3.700448817952718,0,New BEL Road,3,200,Dine-out
Yes,No,3.5,76,Thippasandra,4,400,Dine-out
Yes,No,4.1,6948,Koramangala 5th Block,4,750,Buffet
Yes,No,4.2,220,JP Nagar,4,400,Desserts
Yes,No,3.9,23,Electronic City,3,500,Delivery
Yes,No,3.4,173,Electronic City,6,650,Dine-out
No,No,3.2,6,BTM,4,700,Dine-out
Yes,No,3.700448817952718,0,Brigade Road,2,250,Delivery
Yes,No,4.2,50,Koramangala 8th Block,2,500,Delivery
No,No,3.8,31,Koramangala 4th Block,3,400,Delivery
No,No,3.700448817952718,0,BTM,2,300,Delivery
Yes,No,3.9,191,BTM,3,600,Dine-out
Yes,No,3.7,17,Brigade Road,2,200,Desserts
Yes,No,3.1,18,BTM,4,700,Dine-out
Yes,No,3.9,201,BTM,1,300,Dine-out
Yes,No,3.3,334,BTM,2,400,Dine-out
Yes,No,3.700448817952718,0,Ulsoor,2,200,Delivery
Yes,No,3.6,113,Nagawara,5,450,Delivery
Yes,No,3.6,68,RT Nagar,4,450,Delivery
No,No,3.5,54,Banaswadi,4,300,Delivery
Yes,No,4.5,2629,Koramangala 5th Block,6,500,Desserts
No,No,4.1,1227,Koramangala 5th Block,2,400,Dine-out
Yes,No,3.6,18,Sarjapur Road,1,200,Delivery
No,No,3.6,61,BTM,1,500,Dine-out
Yes,No,3.7,708,Koramangala 7th Block,2,750,Dine-out
Yes,No,3.2,58,Jayanagar,4,400,Dine-out
Yes,No,3.9,475,Koramangala 6th Block,1,600,Dine-out
Yes,No,4.0,462,Koramangala 8th Block,3,500,Dine-out
Yes,No,3.4,11,Indiranagar,3,500,Delivery
No,No,3.700448817952718,0,Electronic City,2,400,Delivery
No,No,4.0,1217,Church Street,1,200,Dine-out
Yes,No,3.7,46,BTM,2,600,Dine-out
No,No,3.5,14,Domlur,1,100,Delivery
Yes,No,3.5,16,Rajajinagar,4,250,Delivery
Yes,No,3.1,159,Brookefield,3,450,Delivery
No,No,3.700448817952718,0,HSR,1,100,Dine-out
Yes,No,3.1,140,BTM,4,600,Delivery
Yes,No,3.7,109,Bannerghatta Road,1,600,Delivery
Yes,No,3.7,42,Ejipura,2,300,Dine-out
No,No,3.1,6,Hennur,2,250,Dine-out
Yes,No,3.700448817952718,0,Koramangala 8th Block,1,200,Desserts
Yes,No,3.8,12,BTM,2,300,Dine-out
Yes,No,4.0,508,JP Nagar,4,1000,Cafes
No,No,3.7,29,Electronic City,3,600,Delivery
Yes,No,3.9,152,Kumaraswamy Layout,3,300,Delivery
Yes,No,3.2,9,Bannerghatta Road,4,400,Dine-out
Yes,No,3.8,28,Marathahalli,2,200,Delivery
Yes,No,4.1,101,JP Nagar,2,250,Dine-out
No,No,3.700448817952718,0,Banashankari,1,150,Delivery
No,No,3.5,95,Bellandur,3,700,Dine-out
Yes,No,4.2,106,Hosur Road,2,300,Dine-out
Yes,No,3.6,20,MG Road,1,200,Dine-out
Yes,No,3.9,450,Frazer Town,2,700,Delivery
Yes,No,3.5,70,Sarjapur Road,2,600,Dine-out
Yes,Yes,4.2,874,Koramangala 5th Block,4,600,Delivery
No,No,3.2,4,Old Airport Road,3,300,Delivery
Yes,No,3.2,22,Hennur,2,400,Delivery
No,No,3.2,4,Kammanahalli,2,200,Dine-out
Yes,No,3.7,27,Koramangala 5th Block,4,600,Delivery
No,No,3.7,49,Koramangala 7th Block,2,400,Desserts
Yes,No,4.1,778,Koramangala 1st Block,2,700,Dine-out
Yes,No,3.9,3833,HSR,4,750,Dine-out
Yes,No,3.9,224,Church Street,2,950,Dine-out
No,No,4.2,1347,Church Street,3,1100,Pubs and bars
Yes,No,3.8,22,Koramangala 5th Block,3,600,Dine-out
Yes,Yes,4.1,94,Church Street,3,300,Delivery
No,No,3.3,9,Electronic City,2,350,Dine-out
No,No,3.700448817952718,0,Koramangala 5th Block,1,300,Delivery
Yes,No,3.0,8,Brigade Road,1,500,Delivery
Yes,Yes,4.1,289,Sadashiv Nagar,3,800,Dine-out
Yes,No,3.7,15,BTM,2,400,Dine-out
Yes,No,3.7,16,Marathahalli,2,300,Delivery
Yes,No,3.4,31,Marathahalli,2,650,Dine-out
Yes,No,3.3,19,HSR,2,300,Delivery
Yes,Yes,4.1,859,Whitefield,4,900,Delivery
Yes,No,4.5,360,Koramangala 5th Block,4,300,Desserts
Yes,No,3.7,46,BTM,2,600,Dine-out
No,Yes,4.5,571,Koramangala 6th Block,3,1000,Drinks & nightlife
No,No,3.4,9,Majestic,2,150,Desserts
Yes,No,3.2,4,MG Road,2,450,Delivery
Yes,No,3.7,19,Marathahalli,3,600,Delivery
Yes,No,3.8,46,JP Nagar,1,450,Dine-out
Yes,No,4.3,151,Ulsoor,3,650,Delivery
Yes,No,3.700448817952718,0,BTM,3,400,Dine-out
Yes,No,3.5,9,Banaswadi,1,300,Delivery
Yes,No,4.2,248,BTM,1,500,Delivery
Yes,No,4.1,24,Nagawara,2,450,Delivery
Yes,No,3.9,454,Koramangala 7th Block,1,600,Dine-out
Yes,No,3.700448817952718,0,"Varthur Main Road, Whitefield",2,200,Delivery
Yes,No,3.3,8,BTM,2,250,Delivery
Yes,No,4.1,405,Cunningham Road,4,750,Dine-out
No,Yes,4.3,170,Koramangala 4th Block,3,800,Delivery
Yes,No,3.3,7,"ITPL Main Road, Whitefield",1,300,Dine-out
Yes,No,3.6,57,Kammanahalli,1,300,Dine-out
Yes,No,3.7,78,Indiranagar,2,200,Dine-out
No,No,3.700448817952718,0,Sahakara Nagar,1,400,Delivery
Yes,No,4.0,1393,Indiranagar,3,600,Delivery
Yes,No,3.4,42,Old Airport Road,4,400,Delivery
No,No,3.8,53,BTM,1,300,Delivery
Yes,No,3.700448817952718,0,Sarjapur Road,2,400,Delivery
Yes,No,3.6,262,Bellandur,2,500,Delivery
Yes,No,4.0,1113,Koramangala 4th Block,3,500,Delivery
Yes,No,4.0,96,Rajajinagar,2,150,Delivery
Yes,No,4.0,47,Richmond Road,2,300,Delivery
No,No,3.700448817952718,0,JP Nagar,2,600,Delivery
Yes,Yes,3.9,727,JP Nagar,3,800,Cafes
Yes,No,3.7,73,Banashankari,2,400,Dine-out
Yes,No,3.6,24,BTM,1,400,Delivery
No,No,3.7,202,JP Nagar,3,900,Buffet
Yes,No,3.4,22,Electronic City,1,350,Delivery
Yes,Yes,3.9,536,HSR,3,900,Delivery
No,No,3.7,19,Bellandur,1,400,Delivery
Yes,No,4.0,118,JP Nagar,2,600,Dine-out
No,No,3.9,57,Whitefield,2,400,Desserts
Yes,No,3.700448817952718,0,East Bangalore,3,450,Delivery
No,Yes,4.4,374,Koramangala 3rd Block,4,1000,Dine-out
No,No,4.4,2652,Church Street,1,600,Dine-out
No,No,4.2,1337,Church Street,3,1100,Drinks & nightlife
No,No,3.9,144,Kumaraswamy Layout,3,550,Cafes
No,No,3.700448817952718,0,Koramangala 5th Block,2,400,Dine-out
No,No,3.8,47,BTM,1,200,Dine-out
No,Yes,4.4,1210,Brigade Road,3,1100,Dine-out
No,No,3.700448817952718,0,Richmond Road,1,100,Dine-out
Yes,Yes,4.1,426,Rajajinagar,3,1100,Delivery
Yes,No,3.700448817952718,0,HSR,3,400,Delivery
Yes,No,3.700448817952718,0,Electronic City,3,250,Delivery
Yes,No,3.0,398,Jeevan Bhima Nagar,3,600,Delivery
Yes,No,4.1,1963,Koramangala 6th Block,3,600,Delivery
Yes,No,3.0,61,BTM,1,650,Delivery
No,No,3.700448817952718,0,Banaswadi,2,300,Delivery
Yes,No,3.9,28,Koramangala 5th Block,1,200,Delivery
Yes,No,3.700448817952718,0,JP Nagar,2,80,Desserts
Yes,No,3.6,81,Electronic City,3,350,Dine-out
Yes,No,3.700448817952718,0,BTM,1,300,Dine-out
Yes,Yes,4.3,1252,Jayanagar,3,800,Cafes
No,No,3.3,4,Bannerghatta Road,1,400,Delivery
No,No,3.3,6,Electronic City,1,1000,Dine-out
No,No,3.4,6,BTM,1,300,Delivery
Yes,No,3.7,79,JP Nagar,2,500,Delivery
Yes,No,3.700448817952718,0,Shivajinagar,2,100,Delivery
No,No,3.700448817952718,0,Electronic City,2,500,Dine-out
Yes,No,3.3,7,Whitefield,1,400,Dine-out
Yes,No,3.9,272,MG Road,4,250,Delivery
Yes,No,3.7,93,Basavanagudi,1,200,Dine-out
No,No,4.0,434,Residency Road,3,1000,Dine-out
No,Yes,4.2,957,Indiranagar,4,800,Dine-out
No,Yes,4.2,956,Indiranagar,4,800,Delivery
No,No,3.700448817952718,0,Ulsoor,1,200,Delivery
Yes,No,3.2,34,Sarjapur Road,1,1000,Dine-out
Yes,Yes,3.9,1230,Bannerghatta Road,6,900,Dine-out
Yes,No,4.0,100,Koramangala 7th Block,1,150,Desserts
No,No,3.7,38,HSR,2,600,Dine-out
No,No,3.700448817952718,0,HBR Layout,3,200,Dine-out
Yes,No,3.7,97,Infantry Road,4,650,Cafes
Yes,No,3.3,6,BTM,1,150,Delivery
Yes,No,3.9,119,HSR,2,900,Delivery
Yes,No,3.8,74,Basavanagudi,3,300,Dine-out
Yes,No,3.7,17,Marathahalli,4,150,Delivery
Yes,No,3.5,68,Vasanth Nagar,1,200,Delivery
No,No,3.700448817952718,0,Frazer Town,1,550,Dine-out
Yes,No,3.4,137,BTM,2,500,Delivery
No,No,3.4,5,BTM,3,100,Dine-out
Yes,No,3.6,92,Brookefield,3,350,Delivery
Yes,No,4.0,358,BTM,2,400,Delivery
No,Yes,4.2,817,Koramangala 6th Block,4,800,Dine-out
Yes,No,3.7,24,Indiranagar,3,300,Delivery
Yes,No,3.700448817952718,0,Ejipura,2,200,Delivery
Yes,No,3.8,46,Malleshwaram,3,700,Delivery
No,No,3.2,59,Bellandur,4,550,Delivery
No,No,3.700448817952718,0,Whitefield,3,200,Delivery
No,No,3.700448817952718,0,Old Airport Road,1,100,Desserts
No,No,4.0,241,Kalyan Nagar,4,600,Cafes
Yes,No,4.4,1053,Whitefield,5,500,Delivery
Yes,No,3.7,47,Jayanagar,3,400,Dine-out
No,No,3.700448817952718,0,Sarjapur Road,1,250,Dine-out
Yes,No,3.8,43,Malleshwaram,3,800,Delivery
No,No,3.2,4,JP Nagar,2,150,Delivery
Yes,No,3.6,23,Shanti Nagar,2,150,Delivery
No,No,3.4,7,BTM,3,300,Dine-out
Yes,No,3.1,11,HSR,1,250,Delivery
Yes,No,3.1,129,Sarjapur Road,1,300,Delivery
No,No,3.5,7,Banashankari,1,500,Delivery
No,No,3.700448817952718,0,Sarjapur Road,3,300,Delivery
Yes,No,3.1,147,Domlur,2,200,Delivery
No,No,3.700448817952718,0,Wilson Garden,2,300,Delivery
Yes,No,3.700448817952718,0,Koramangala 8th Block,3,300,Delivery
Yes,No,3.5,17,Marathahalli,2,200,Delivery
Yes,No,3.7,75,Frazer Town,1,300,Dine-out
Yes,No,3.1,7,Koramangala 2nd Block,6,300,Delivery
Yes,No,4.1,778,Koramangala 1st Block,2,700,Delivery
Yes,No,3.7,24,Yeshwantpur,3,400,Delivery
Yes,No,3.700448817952718,0,Jayanagar,2,300,Dine-out
No,Yes,4.1,102,Jayanagar,4,800,Dine-out
Yes,No,3.9,53,Jayanagar,2,200,Dine-out
Yes,No,3.6,73,Koramangala 5th Block,1,700,Delivery
Yes,No,3.1,12,Basavanagudi,2,150,Dine-out
Yes,No,3.5,24,BTM,1,350,Dine-out
Yes,No,3.5,14,HSR,1,450,Dine-out
Yes,No,3.6,70,JP Nagar,2,600,Delivery
No,No,3.2,4,Majestic,3,300,Dine-out
Yes,No,4.1,24,Nagawara,2,450,Delivery
Yes,No,3.7,28,Whitefield,2,300,Delivery
Yes,No,3.9,65,Brigade Road,2,250,Desserts
Yes,No,3.7,71,Brookefield,2,400,Delivery
Yes,No,3.9,34,Ejipura,1,300,Dine-out
No,No,3.7,22,Rajajinagar,1,200,Dine-out
Yes,No,3.1,105,Bannerghatta Road,2,500,Delivery
No,No,3.3,6,Bellandur,1,500,Dine-out
Yes,No,3.5,41,Whitefield,3,500,Dine-out
Yes,No,4.1,183,Lavelle Road,1,550,Delivery
Yes,No,3.7,64,Marathahalli,1,150,Dine-out
No,No,4.4,1916,Residency Road,3,400,Desserts
Yes,No,3.700448817952718,0,Thippasandra,2,300,Delivery
Yes,No,3.9,91,Jayanagar,3,300,Dine-out
No,No,3.5,40,Whitefield,2,800,Dine-out
Yes,No,3.7,279,Brigade Road,3,800,Delivery
Yes,Yes,4.2,541,Koramangala 5th Block,3,1000,Dine-out
Yes,No,3.700448817952718,0,Banashankari,2,200,Desserts
Yes,No,4.0,52,Old Airport Road,2,400,Dine-out
Yes,No,3.7,209,Kalyan Nagar,5,600,Dine-out
Yes,No,3.700448817952718,0,HSR,3,400,Dine-out
No,No,3.7,24,Majestic,3,500,Dine-out
Yes,No,3.700448817952718,0,Bannerghatta Road,2,200,Delivery
No,No,3.8,26,Koramangala 7th Block,3,300,Dine-out
No,No,3.700448817952718,6,JP Nagar,3,800,Dine-out
No,No,3.3,4,Vasanth Nagar,2,100,Delivery
Yes,No,4.1,59,Jeevan Bhima Nagar,2,300,Delivery
Yes,No,4.5,2608,Koramangala 5th Block,6,500,Delivery
Yes,No,3.4,372,Whitefield,3,500,Delivery
No,No,4.1,439,Koramangala 5th Block,3,500,Dine-out
Yes,No,3.9,101,Bellandur,1,200,Delivery
Yes,No,4.3,168,Koramangala 5th Block,2,500,Delivery
Yes,No,3.5,33,Koramangala 6th Block,2,250,Delivery
No,No,3.5,11,Domlur,4,400,Dine-out
Yes,No,3.6,65,Bommanahalli,3,400,Delivery
Yes,No,3.5,12,BTM,1,300,Delivery
Yes,No,4.5,1179,BTM,6,500,Desserts
Yes,Yes,4.4,2496,Bannerghatta Road,2,900,Delivery
No,No,3.2,4,Marathahalli,2,500,Delivery
Yes,No,4.0,65,HSR,2,200,Delivery
Yes,No,3.700448817952718,0,Vijay Nagar,2,150,Delivery
Yes,No,3.0,25,Jayanagar,3,300,Delivery
Yes,No,3.700448817952718,0,Whitefield,2,250,Delivery
Yes,No,4.0,685,Koramangala 5th Block,3,250,Delivery
No,No,3.4,9,HSR,1,300,Delivery
Yes,No,3.700448817952718,0,BTM,2,250,Delivery
Yes,No,3.700448817952718,0,Bellandur,1,300,Dine-out
Yes,No,3.5,28,Sarjapur Road,1,300,Delivery
No,No,3.700448817952718,0,HSR,2,250,Delivery
Yes,No,3.9,410,JP Nagar,2,500,Delivery
No,No,3.7,31,Banashankari,1,300,Dine-out
Yes,No,3.9,104,Brigade Road,2,400,Delivery
Yes,No,3.7,181,BTM,2,400,Delivery
Yes,No,3.700448817952718,0,Electronic City,1,300,Delivery
Yes,No,3.1,112,Frazer Town,1,1000,Dine-out
Yes,No,3.2,58,New BEL Road,2,900,Delivery
No,No,3.700448817952718,0,Electronic City,2,1000,Dine-out
No,No,3.7,61,Basavanagudi,5,600,Dine-out
Yes,Yes,4.1,602,Koramangala 6th Block,4,1100,Desserts
Yes,No,3.7,31,Koramangala 7th Block,3,500,Cafes
Yes,No,4.1,894,Koramangala 3rd Block,6,800,Dine-out
Yes,No,3.6,108,Electronic City,2,400,Dine-out
Yes,No,3.700448817952718,0,New BEL Road,2,300,Delivery
No,No,3.3,10,Jayanagar,2,300,Dine-out
Yes,No,3.8,260,MG Road,1,700,Delivery
Yes,No,4.0,168,Koramangala 5th Block,3,400,Delivery
Yes,No,3.6,17,Koramangala 7th Block,5,500,Delivery
Yes,No,4.0,308,Jayanagar,3,750,Delivery
Yes,No,4.2,444,Basavanagudi,1,100,Dine-out
No,No,3.3,10,BTM,1,600,Delivery
Yes,No,4.4,1944,Jayanagar,4,800,Dine-out
Yes,No,3.7,42,Jayanagar,2,400,Delivery
Yes,No,3.7,42,Jayanagar,2,400,Desserts
No,No,3.700448817952718,0,MG Road,2,150,Delivery
No,No,3.700448817952718,0,Banaswadi,1,100,Dine-out
Yes,No,3.8,16,"Varthur Main Road, Whitefield",2,200,Delivery
Yes,No,4.3,570,Ulsoor,5,700,Delivery
Yes,No,3.8,53,Koramangala 7th Block,1,350,Delivery
No,No,3.3,4,Indiranagar,1,200,Desserts
Yes,No,4.2,177,Koramangala 6th Block,1,600,Delivery
No,No,4.0,417,Old Airport Road,1,1000,Drinks & nightlife
Yes,No,3.3,7,Koramangala 6th Block,1,150,Delivery
No,No,3.1,8,Malleshwaram,2,500,Dine-out
Yes,No,3.700448817952718,0,Ejipura,2,300,Dine-out
No,No,3.3,4,Jayanagar,1,250,Delivery
No,No,3.700448817952718,0,Whitefield,2,500,Delivery
Yes,No,4.0,200,HSR,1,750,Delivery
Yes,Yes,4.4,1799,Koramangala 4th Block,1,1000,Delivery
No,No,4.1,1100,Indiranagar,2,700,Dine-out
Yes,No,3.8,31,Bannerghatta Road,1,150,Dine-out
Yes,No,3.6,16,BTM,3,300,Delivery
Yes,No,3.9,234,Jeevan Bhima Nagar,3,600,Dine-out
Yes,No,3.6,62,Jayanagar,2,400,Delivery
No,No,3.1,5,Bellandur,2,400,Delivery
Yes,No,4.0,377,Malleshwaram,2,400,Delivery
Yes,No,3.3,5,Bannerghatta Road,3,250,Delivery
No,No,3.700448817952718,0,JP Nagar,3,300,Dine-out
Yes,No,3.9,296,Koramangala 4th Block,1,400,Delivery
Yes,No,3.8,659,Koramangala 5th Block,2,500,Delivery
Yes,No,3.4,186,Bannerghatta Road,5,450,Dine-out
Yes,No,4.3,3548,Church Street,5,650,Dine-out
Yes,No,3.8,311,Kalyan Nagar,3,800,Dine-out
Yes,No,3.9,72,Malleshwaram,4,500,Delivery
Yes,No,3.1,166,Bannerghatta Road,4,600,Delivery
Yes,Yes,4.1,1850,Koramangala 1st Block,4,600,Desserts
Yes,No,3.7,15,HSR,3,150,Delivery
No,No,3.700448817952718,0,HSR,2,560,Delivery
No,No,3.700448817952718,0,Bellandur,3,500,Dine-out
Yes,No,3.4,83,HSR,4,800,Delivery
Yes,No,3.6,43,New BEL Road,1,300,Delivery
Yes,No,3.0,4,Marathahalli,4,300,Delivery
Yes,No,3.3,4,Kumaraswamy Layout,1,100,Delivery
Yes,Yes,4.4,2110,Whitefield,3,600,Dine-out
